#Id	Organism	TaxonID	Full Taxonomy	Banfield_tree_name	CDS_GC	CDS_GC_nostartstop	Ribo_prot_GC_nostartstop	CDS_number	Intragenic_GC	Gene_density	Coding_density	Genome_length	Intragenic_length	CDS_length	tRNA_number	All_NC_wright	All_NC_novembre	All_NC_info	Ribo_NC_wright	Ribo_NC_novembre	Ribo_NC_info	Ribo_prot_number	Information_content_all(-20_-4)	Information_content_ribo(-20_-4)	Information_content_all_mean_random(-20_-4)	Information_content_ribo_mean_random(-20_-4)	Mean_binding_all	Mean_binding_ribo	Mean_binding_all_mean_random	Mean_binding_ribo_mean_random	Location_of_best_binding_all	Location_of_best_binding_ribo	ATG_start_percent	16s_copies	23s_copies	CDS_with_SD_utr_motif	Expected_CDS_with_SD_utr_motif	CDS_with_SD_utr_binding	Expected_CDS_with_SD_utr_binding	RP_information_percentile	RP_information_zscore	aSD_binding_score_ribosome	aSD_binding_score_all	Internal_SD_seqs	Mean_folding_init	Mean_folding_internal	Mean_folding_diff	Mean_folding_init_ribo	Mean_folding_internal_ribo	Mean_folding_diff_ribo
GCA_000224085	Muricauda ruestringensis DSM 13258	886377	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Muricauda.	Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Muricauda_ruestringensis_B1_DSM_13258	0.421109864558322	0.42222296039038215	0.42161438077953506	3378.0	0.34764567154122045	0.9051499288729868	0.8984403587112504	3842422.0	364454.0	3452187.0	37.0	53.95464408565648	54.01608610550747	59.11543952680559	46.73607677385571	47.098234015236685	57.086068204109196	54.0	3.017547463731341	5.545724321719283	2.1927027384548725	3.9585338275111894	-0.8625014801657871	-1.4440740740740745	-0.6520732089994064	-0.9604100000000001	0.0	0.0	0.9064535227945529	2.0	2.0	299.0	294.916	142.0	155.52	100.0	4.3936600083655355	2.880585387214153	3.2165855168198783	927.0	-4.945466390287236	-9.963162570328691	5.017696180041457	-4.209259259259259	-10.537037037037036	6.3277777777777775
GCA_000196875	Halomonas elongata DSM 2581	768066	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas.	Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas_elongata_DSM_2581	0.6455097050983242	0.6475281871892407	0.6150378735071332	3628.0	0.5480007575114443	0.8881935717071595	0.8702970677340435	4061296.0	454079.0	3534534.0	65.0	38.536187040999806	47.921372356090515	57.42836023694939	34.288363857101885	39.912860752436075	52.26704176358695	55.0	1.7702981839650167	2.869610653980917	0.4862547024846491	0.8977670254044989	-5.326430540242553	-6.051851851851851	-1.8872624696802736	-1.8541570370370368	17.0	16.0	0.9109702315325248	4.0	4.0	2792.0	884.968	2673.0	905.154	90.35	1.3202370199492335	2.3116292672701344	3.3714116580693565	1019.0	-12.135586206896551	-19.09271724137931	6.957131034482758	-10.061538461538463	-16.76153846153846	6.699999999999998
GCA_000192865	Marinomonas mediterranea MMB-1	717774	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Marinomonas.	Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas_mediterranea_MMB_1	0.4488399507284779	0.4500536973997109	0.45881001608086375	4094.0	0.382297129098737	0.8782037761756466	0.8623790538469224	4684316.0	570532.0	4039656.0	77.0	55.502720160833576	56.19213337006997	59.86407982089043	39.5605328868666	39.4826554735005	51.07864999688083	55.0	2.176871627128564	4.996069516283327	0.9873549340103478	1.8945145288214875	-4.229140205178298	-5.931454545454546	-1.3452637420615634	-1.541450181818182	17.0	17.0	0.8712750366389839	7.0	7.0	2704.0	867.87	2305.0	604.776	100.0	5.814487619131375	1.3932284474836207	2.481299300878635	371.0	-6.76541432412613	-10.852339281349304	4.086924957223173	-7.775471698113207	-12.37924528301887	4.603773584905661
GCA_000214825	Thioalkalimicrobium cyclicum ALM1	717773	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Thioalkalimicrobium.	Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thioalkalimicrobium_cyclicum_ALM1	0.47506223753084115	0.4763776538433625	0.4390061995991237	1649.0	0.37171041687460493	0.9420400475043403	0.9320599962224217	1932455.0	112005.0	1801164.0	40.0	51.01898660679569	51.24002064532016	57.92848202078725	42.9472551828029	44.37103768671175	54.937446764203116	54.0	1.8503981010852888	5.189602721983333	0.7221037541701131	2.002005305702392	-4.088932686476659	-5.7431481481481494	-1.3190143359611883	-1.5582814814814814	17.0	17.0	0.8920557913887205	2.0	2.0	1023.0	316.204	884.0	236.444	100.0	7.524540477051	1.535969516805037	2.2311784427783055	76.0	-7.247267759562842	-11.780880388585308	4.533612629022466	-6.826923076923077	-11.105384615384615	4.2784615384615385
GCA_000224475	halophilic archaeon DL31	756883	Archaea.	Archaea_Euryarchaeota_Halobacteria_halophilic_archaeon_sp._DL31__DL31_replicon_1_OLD_NAME_halophilic_archaeon_sp._DL31	0.6479333129412584	0.650260265373854	0.6550500916072194	2781.0	0.5873545225617641	0.8572085078400612	0.8280574900066547	2913689.0	416050.0	2412702.0	43.0	40.107484522537014	50.526291357595824	59.382180165194825	35.310175878914336	45.36745978822052	57.23608994027948	58.0	1.0434504566196197	1.94183169838887	0.3941016210952348	0.9701432648009188	-2.1719956850054163	-4.528620689655173	-1.6320520963682208	-1.9761868965517244	16.0	16.0	0.8504135203164329	2.0	2.0	656.0	493.386	793.0	558.632	85.3	1.0553984984816909	3.858722725446618	3.8472928895564773	1798.0	-14.479190064794818	-18.83308135349172	4.353891288696905	-13.115789473684211	-19.36842105263158	6.252631578947369
GCA_000024845	Rhodothermus marinus DSM 4252	518766	Bacteria; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Rhodothermus.	Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidetes_Order_II._Incertae_sedis_Rhodothermaceae_Rhodothermus_marinus_DSM_4252	0.6541553724257035	0.6561079911590458	0.6366085171883017	2752.0	0.538447919403292	0.916962022366909	0.9114392795691936	3261604.0	270837.0	2972754.0	44.0	37.924720960348566	47.83473549140527	57.355403012633566	36.215757089582546	45.284607783419986	57.03534870799617	54.0	0.788782678957298	3.121923045959142	0.3615481407015182	1.5632225024877937	-2.329800145348845	-2.9857407407407415	-1.5049004069767502	-1.7262174074074075	18.0	18.0	0.9393168604651163	1.0	1.0	789.0	524.094	611.0	474.374	100.0	6.22700768545365	3.2955994802490776	3.549736775617214	1166.0	-12.295276363636361	-19.973781818181816	7.678505454545454	-10.492452830188679	-17.915094339622645	7.422641509433963
GCA_000195295	Desulfobacca acetoxidans DSM 11109	880072	Bacteria; Proteobacteria; Deltaproteobacteria; Syntrophobacterales; Syntrophaceae; Desulfobacca.	Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_acetoxidans_DSM_11109	0.5423994932619769	0.5440705383274809	0.5211369210792094	2850.0	0.44655922966694167	0.8503797064221078	0.837809242609982	3282536.0	491134.0	2750139.0	45.0	50.65869611768168	52.4916775145378	58.63083034746359	51.50200518828011	50.93247783426089	58.36156099474269	63.0	1.298169492331547	3.590375690720073	0.28721422095534843	1.4474662070966675	-4.462922807017537	-5.725000000000001	-1.7343194456140418	-2.1561152	17.0	17.0	0.8368421052631579	1.0	1.0	1865.0	731.318	1743.0	633.802	99.98	4.357694180753171	3.0399429114134837	3.6571320320831675	1007.0	-9.82777738764045	-14.380551264044943	4.552773876404494	-8.589795918367347	-13.259183673469389	4.669387755102041
GCA_000219175	Candidatus Moranella endobia PCIT	903503	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Candidatus Moranella.	Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Candidatus_Moranella_endobia_PCIT	0.45232099109880886	0.4535703996986194	0.4502716749350342	411.0	0.4347660033931792	0.8076199994798382	0.7590591758407116	538294.0	103557.0	408597.0	40.0	53.057199346587765	53.21042819002864	58.85945225366346	48.12926346884979	47.65933859894189	56.53233962201495	53.0	1.8107714339825711	3.5129825858303043	1.1487168076959147	2.0959474386658137	-3.3671463414634166	-5.28433962264151	-1.2306944878048767	-1.3522045283018869	17.0	16.0	0.8953771289537713	1.0	2.0	223.0	74.86	185.0	51.522	99.85000000000001	3.37437975054132	1.8081188583417034	2.3399689227668716	47.0	-7.323960880195599	-11.16684596577017	3.842885085574572	-7.646153846153846	-11.583461538461538	3.9373076923076917
GCA_000214665	Methylomonas methanica MC09	857087	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomonas.	Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_mecanica_MC09	0.5205034006401684	0.5220972652127153	0.4588130674904053	4503.0	0.45661306964321857	0.8864946143669801	0.8748497777274535	5051681.0	573393.0	4419462.0	44.0	49.29222483989067	49.81549841372916	57.399480128584294	51.158314887040135	50.007665305313786	57.36397558428615	52.0	0.8992024893748893	4.425395400126506	0.2312277199000351	2.45553902119389	-3.342045303131245	-5.19153846153846	-1.2750984055074541	-1.4164073076923078	17.0	17.0	0.8909615811681102	3.0	3.0	2041.0	762.944	1761.0	614.388	100.0	9.821867558690423	2.000019796994554	2.592753352135219	329.0	-7.992914260328742	-13.530157707685474	5.5372434473567305	-6.464705882352942	-11.909803921568624	5.4450980392156865
GCA_000227705	Thermobacillus composti KWC4	717605	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus.	Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Thermobacillus_composti_KWC4_DSM_18247	0.6173643682394465	0.6193089780328863	0.600976290097629	3625.0	0.5159258960501196	0.8732982545645944	0.8307118558805119	4206343.0	532951.0	3494259.0	58.0	38.801402321951876	46.290539779394805	57.25811941064523	35.72533970891658	41.760665655332915	54.70890185224648	56.0	2.962933802609515	5.487263914182082	0.8893174079511686	1.519196103287313	-6.573812413793116	-9.181964285714287	-2.653980038620692	-2.5627878571428573	15.0	15.0	0.7721379310344828	5.0	5.0	2979.0	1447.524	3109.0	1504.164	99.99	4.3046095335581755	2.328276736090786	3.424232157469166	759.0	-12.739217583632845	-17.688636991982303	4.949419408349462	-11.058490566037735	-16.456603773584906	5.398113207547169
GCA_000242335	Prevotella dentalis DSM 3688	908937	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella.	Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_dentalis_ES_2772_DSM_3688	0.57098057803905	0.5726148342184064	0.5190246516613076	2504.0	0.4759417169282717	0.8951666898627242	0.8713920777232546	3341085.0	350257.0	2911395.0	62.0	43.67260833764672	48.92578820333725	58.55165312075565	46.68110165622187	45.2874489124308	55.30944557842083	52.0	1.9459811876669153	5.543984872820083	1.1124202955870242	4.321673137384462	-1.0129273162939332	-2.116346153846154	-0.8922139936102226	-0.7878576923076923	1.0	16.0	0.9644568690095847	5.0	5.0	333.0	320.49	225.0	211.188	100.0	6.715578889804676	2.9974760385527923	3.3693346671200652	1244.0	-5.763426629348261	-15.024270291883246	9.260843662534985	-3.4699999999999998	-12.751923076923077	9.281923076923077
GCA_000217715	Halopiger xanaduensis SH-6	797210	Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halopiger.	Archaea_Euryarchaeota_Halobacteria_Halobacteriales_Halobacteriaceae_Halopiger_xanaduensis_SH_6	0.6714317982741254	0.6739405646575688	0.6578221915920055	3423.0	0.5844414279896837	0.8539163889728733	0.8303894565144196	3668009.0	535836.0	3045876.0	47.0	34.28183526581437	46.14990493620819	58.14484950241963	32.60344321244138	43.10046854586386	55.295600972397985	59.0	0.905028387283028	2.0203894694993467	0.3598694996436625	1.070891983477935	-2.3444230207420533	-4.303898305084744	-1.7468493777388359	-1.9018376271186441	15.0	15.0	0.8758399065147532	3.0	3.0	845.0	665.556	979.0	751.594	97.5	2.0766671266696655	3.5308844097009877	3.6368131491976765	2317.0	-14.93694379391101	-20.285714285714285	5.348770491803279	-11.505263157894737	-19.550877192982455	8.04561403508772
GCA_000233715	Desulfotomaculum gibsoniae DSM 7213	767817	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfotomaculum.	Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_gibsoniae_Groll_DSM_7213	0.46967283506547713	0.4711192015893372	0.492339172530818	4326.0	0.3800470957853704	0.8246640067436525	0.7978741348265039	4855529.0	851349.0	3874101.0	58.0	55.01128170924936	54.12279940382643	59.042878303834335	52.74428791713805	50.279799262280534	58.091092172742535	54.0	3.5363705805257464	6.575083295726571	1.3453110939444792	2.236138151572603	-6.491299421965293	-9.26962962962963	-1.9180017479768836	-2.701062962962963	16.0	15.0	0.7149791955617198	8.0	8.0	3374.0	1372.316	3640.0	1122.002	100.0	4.66462393989841	2.9684093521208377	3.3305995493162475	873.0	-8.292945126186618	-11.806230608937254	3.513285482750637	-9.63653846153846	-12.957692307692305	3.3211538461538463
GCA_000328525	Halovivax ruber XH-70	797302	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halovivax.	Archaea_Euryarchaeota_Halobacteria_Halobacteriales_Halobacteriaceae_Halovivax_ruber_XH_70_DSM_18193	0.6519430243414557	0.6542450018606152	0.6495707269523489	3099.0	0.5869602889558649	0.8629010545070592	0.8534946753535185	3223876.0	441990.0	2751561.0	44.0	38.293482913412426	48.473907212043294	58.33040601424443	35.34485006090771	44.4175535053395	56.3941735260111	60.0	0.8505254706876266	2.2821516818965373	0.3111875780612428	1.1892486154811654	-2.4420329138431893	-4.472500000000001	-1.7518693320426026	-2.183280666666667	16.0	16.0	0.9012584704743466	2.0	2.0	770.0	597.986	925.0	684.614	99.85000000000001	3.393192137655036	3.438141683777826	3.474078727123999	1191.0	-14.862382671480145	-19.049297669839188	4.1869149983590415	-12.88448275862069	-18.205172413793104	5.320689655172414
GCA_000199675	Anaerolinea thermophila UNI-1	926569	Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea.	Bacteria_Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Anaerolinea_thermophila_UNI_1	0.5444989099540711	0.5460932648534336	0.5643222329694625	3064.0	0.4841898714022123	0.9095671527792326	0.8978161453842143	3532378.0	319443.0	3171426.0	49.0	50.150935155380665	51.750142083545896	57.994669544327806	45.39811075820361	47.00642371986727	55.821172961385656	53.0	1.3874813285007126	3.8153924475835077	0.26111022492193037	1.815361234019059	-4.67638381201043	-5.755098039215689	-1.7304525652741591	-2.479294901960784	17.0	16.0	0.8984986945169713	2.0	2.0	2143.0	780.468	2014.0	680.878	100.0	4.6804627985741565	2.700099316625359	3.2794892086679575	315.0	-9.825772623325712	-14.561051943809211	4.735279320483501	-9.655686274509804	-16.027450980392157	6.371764705882353
GCA_000024925	Sanguibacter keddieii DSM 10542	446469	Bacteria; Actinobacteria; Micrococcales; Sanguibacteraceae; Sanguibacter.	Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Sanguibacteraceae_Sanguibacter_keddieii_DSM_10542	0.7214531960469425	0.7233971980156615	0.6725656259217124	3562.0	0.6976476378269358	0.8901667907630884	0.8612591817441664	4253413.0	467166.0	3663291.0	50.0	30.777855286007696	46.022935184102785	57.864356721948546	30.644554015717148	41.036918523788685	52.03898265257625	58.0	2.0975626723729133	3.2670214792143026	1.8561155080296858	1.8097863234168121	-4.122759685569897	-5.414482758620691	-2.12458575519372	-2.167693448275862	17.0	15.0	0.6243683323975294	4.0	4.0	1909.0	805.056	2028.0	1058.42	95.84	1.783872143211852	2.7640792408299073	3.5379371592427273	1709.0	-16.720623770722113	-22.69130092722675	5.970677156504636	-13.563636363636364	-19.465454545454545	5.901818181818182
GCA_000024785	Gordonia bronchialis DSM 43247	526226	Bacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia.	Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_bronchialis_DSM_43247	0.6744872574718977	0.6763380686288502	0.6604993407341244	4502.0	0.6334875719466703	0.9022818406935297	0.8446189591756099	5208602.0	508975.0	4399284.0	46.0	37.43897774147952	49.612816508438605	58.4255550609577	31.257475941716493	40.92415329265843	53.66061039975796	58.0	1.2809134078054094	4.1305189809578255	0.9486329076337348	1.8814180407559444	-3.72560986447455	-5.830344827586206	-2.2019621417462862	-2.2031041379310343	17.0	15.0	0.6632607729897824	2.0	2.0	2168.0	1151.986	2366.0	1405.58	100.0	8.350247085968997	2.8576476144444722	3.247457811574345	1059.0	-16.025346820809247	-20.3260337927968	4.300686971987551	-11.87142857142857	-18.271428571428572	6.3999999999999995
GCA_000024805	Haliangium ochraceum DSM 14365	502025	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Nannocystineae; Kofleriaceae; Haliangium.	Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Kofleriaceae_Haliangium_ochraceum_DSM_14365	0.7013440702899019	0.7030480181811876	0.6475017111567419	6636.0	0.6979620876137782	0.8617533780901206	0.8465790995302507	9446314.0	1305921.0	7997052.0	45.0	32.4331464953489	45.779518909870234	57.302736468825124	33.69216887909381	43.793699270691334	56.12456076028481	52.0	1.1095909279931029	2.509243799946644	1.275280328058903	1.389654905346371	-3.0950067822155205	-4.675102040816327	-2.0923414046722026	-2.017612244897959	17.0	16.0	0.671036769138035	2.0	2.0	2579.0	1417.974	2658.0	1924.414	97.69	2.181042412145959	2.584497555102651	3.0743503630091906	2719.0	-16.84556292388847	-21.98518462697815	5.139621703089676	-11.608163265306121	-18.522448979591836	6.914285714285715
GCA_000024565	Streptobacillus moniliformis DSM 12112	519441	Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Streptobacillus.	Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Streptobacillus_moniliformis_DSM_12112	0.2617306707210742	0.26191748720373303	0.30499346405228756	1437.0	0.21710533699983164	0.9191881523754073	0.8829853396351931	1662578.0	134356.0	1468032.0	38.0	32.52921975799961	50.81199678823184	59.716769315214776	32.694322247895855	45.18815868726209	56.70496723702023	51.0	6.203347402245327	7.855277333326505	4.830086351099457	4.729731220226471	-5.572553931802372	-8.836470588235295	-1.3551556297842726	-1.6333705882352942	17.0	16.0	0.8990953375086986	5.0	5.0	1163.0	365.154	1100.0	222.752	95.74000000000001	1.735176211170609	2.5113895998292683	2.5868419478779434	266.0	-3.8591073919107397	-5.972991631799162	2.113884239888424	-4.3875	-6.3	1.9124999999999996
GCA_000024405	Sebaldella termitidis ATCC 33386	526218	Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Sebaldella.	Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Sebaldella_termitidis_ATCC_33386	0.3469080154624959	0.34767241573936475	0.33849547139706226	4014.0	0.23882101230355765	0.8684777595578208	0.8574732927767048	4418842.0	581176.0	3789039.0	40.0	41.71031833077174	51.545800673518244	57.904057951611215	37.84725649251868	48.79664993752225	56.90464730362863	52.0	5.520851864486752	7.704227584604596	3.860743260954899	4.406860042967021	-6.578629795714969	-8.538269230769231	-1.5151245490782304	-1.7473188461538463	17.0	16.0	0.8928749377179871	4.0	4.0	3605.0	1153.868	3545.0	743.668	99.7	2.8404811039135835	2.7322943159698116	3.054909002232356	1097.0	-4.2334879082523065	-7.33991523310895	3.1064273248566443	-4.518367346938775	-7.2857142857142865	2.76734693877551
GCA_000024385	Thermomonospora curvata DSM 43183	471852	Bacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Thermomonospora.	Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Thermomonosporaceae_Thermomonospora_curvata_DSM_43183	0.7227585634143563	0.7249054099224204	0.6846944784164515	4730.0	0.6806376629968574	0.8324505552032482	0.8156891202294868	5639016.0	944814.0	4599684.0	57.0	30.301870087915038	44.73872967271398	57.35228453252905	29.135782151506284	40.9450310738894	55.657485047440815	53.0	2.0719482120241652	3.398828626814097	1.678369596857154	2.1858764188381046	-4.6964630021141405	-5.640000000000001	-2.5910785750528604	-2.6167852830188676	17.0	15.0	0.6357293868921776	4.0	4.0	2882.0	1384.272	3146.0	1877.654	95.72	1.8042502386688257	3.549799771517469	4.014009769871622	3125.0	-18.386463620981388	-23.272906091370558	4.886442470389171	-15.150980392156864	-20.413725490196082	5.2627450980392165
GCA_000024905	Thermanaerovibrio acidaminovorans DSM 6589	525903	Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae; Thermanaerovibrio.	Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Thermanaerovibrio_acidaminovorans_DSM_6589	0.6444854217030462	0.6463660304778813	0.6190266353309831	1730.0	0.5250921039530021	0.9392022825314287	0.919747856880865	1848474.0	112383.0	1700130.0	48.0	35.41909934666483	43.31111279669001	56.51242463846132	37.88590679947144	43.72262762107643	55.80962950028513	55.0	4.125967032580666	5.837663267115652	1.0047219360982809	1.928022882654187	-8.112057803468202	-9.403272727272729	-2.8829989479768803	-3.0851065454545457	15.0	15.0	0.5658959537572255	3.0	3.0	1380.0	650.032	1634.0	787.812	98.42	2.222243934954182	4.627436651346441	5.212474479078089	3015.0	-14.563213038416762	-20.463620488940627	5.900407450523866	-12.400000000000002	-17.330769230769235	4.930769230769231
GCA_000024965	Xylanimonas cellulosilytica DSM 15894	446471	Bacteria; Actinobacteria; Micrococcales; Promicromonosporaceae; Xylanimonas.	Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Xylanimonas_cellulosilytica_DSM_15894	0.7275958162932937	0.7296028512867561	0.6879566133297477	3254.0	0.6961998095296611	0.9045812519905012	0.8858985950535111	3742776.0	357131.0	3315720.0	50.0	31.026185053583852	46.468196303399914	59.051599120720866	28.738198873837128	39.61159135500472	51.322862634834905	53.0	2.3400631782145034	3.892290513116432	2.0355354643207484	2.0978994479527793	-4.360024585125992	-5.687547169811322	-2.3252682483097797	-2.2247184905660378	17.0	16.0	0.6115550092194223	3.0	3.0	1722.0	755.778	1940.0	1101.8	99.08	2.455356056646014	3.0354671639260284	3.5928556990005016	1576.0	-18.4290282902829	-23.29477244772448	4.865744157441575	-15.043137254901962	-19.484313725490196	4.4411764705882355
GCA_000024985	Sphaerobacter thermophilus DSM 20745	479434	Bacteria; Chloroflexi; Sphaerobacteridae; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; Sphaerobacter.	Bacteria_Chloroflexi_Thermomicrobia_Sphaerobacteridae_Sphaerobacterales_Sphaerobacterineae_Sphaerobacteraceae_Sphaerobacter_thermophilus_DSM_20745_1	0.6838271009694921	0.6858496928864347	0.6671267540832758	3403.0	0.6593150443358218	0.8504027779307941	0.8381882354590807	3993764.0	597456.0	3347526.0	48.0	35.81303473737364	49.14408071685409	59.71797941992155	35.95157423156309	47.48282984001868	58.85153550882124	53.0	3.1744241751893894	4.685742540008778	1.9298129421628354	3.092704544422406	-5.898856890978529	-6.516603773584906	-3.1060872994416724	-3.348717735849056	16.0	15.0	0.7214222744637085	2.0	2.0	2718.0	1346.958	2853.0	1725.106	97.46000000000001	1.9966676070441318	3.5728188203056606	3.9040356301176833	1920.0	-17.0054379776602	-20.82263374485597	3.817195767195767	-14.478846153846153	-20.021153846153844	5.542307692307691
GCA_000025005	Thermobaculum terrenum ATCC BAA-798	525904	Bacteria; Thermobaculum.	Bacteria_Chloroflexi_Thermobaculum_terrenum_ATCC_BAA_798_1	0.5392847250509165	0.5406903570977127	0.5027173913043478	2786.0	0.4917243984085183	0.9052837891385072	0.8904732779830673	3101581.0	293770.0	2761875.0	50.0	54.601197462618636	55.84836786181633	59.53890897701169	53.02021112363827	51.476251560004236	58.03003088359671	48.0	1.800000936492743	3.9411662104183285	0.5185883914938474	2.0486082510770065	-5.722770997846362	-5.769999999999999	-2.1590174587221864	-2.2801987234042556	17.0	17.0	0.7150035893754487	2.0	2.0	2107.0	908.9	2137.0	857.988	99.95	3.4532391371172957	3.537308449229287	3.9896527007045828	1986.0	-11.066503948312993	-15.03834888729361	3.971844938980617	-8.836170212765957	-13.970212765957445	5.134042553191489
GCA_000024865	Streptosporangium roseum DSM 43021	479432	Bacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Streptosporangium.	Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Streptosporangiaceae_Streptosporangium_roseum_DSM_43021	0.7147782307998094	0.7168699941740236	0.6692307692307692	8767.0	0.6729839129856737	0.8541639872844012	0.8363140312730084	10341314.0	1508136.0	8648586.0	61.0	32.26573773999334	47.197917411521786	58.944942087326226	31.318779238013608	41.70323117295853	53.44794863922092	56.0	1.5413069848117429	3.32847479523127	1.027545086834551	1.5639678039576115	-4.430605680392387	-5.779464285714288	-2.2938975476217625	-2.299963928571428	17.0	16.0	0.6526748032394205	6.0	6.0	5094.0	2317.588	5428.0	2924.208	99.91	3.561912128031759	2.986812315725163	3.944425131335942	5145.0	-16.934022595001714	-22.56890334360379	5.634880748602078	-14.292592592592595	-18.857407407407408	4.564814814814816
GCA_000024525	Spirosoma linguale DSM 74	504472	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma.	Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Spirosoma_linguale_DSM_74	0.514273440308842	0.5157221741666104	0.5043470920908247	6418.0	0.4232089063860042	0.864762982721228	0.8569255146552867	8078757.0	1092547.0	6922893.0	48.0	52.20893924479253	52.66992144177249	58.759945669586656	48.41515699941993	47.092180591509276	56.31066685740882	56.0	1.0276671163651132	2.008841700002785	0.7288274947009309	1.7680334907731194	-0.868496416329098	-1.4017857142857149	-0.7486465347460491	-0.8780292857142857	0.0	15.0	0.8812714241196634	4.0	4.0	415.0	562.168	313.0	366.826	89.57000000000001	1.2813214467069647	2.229503345637549	2.9109871478403906	1015.0	-6.385579800498753	-12.640229114713216	6.254649314214464	-5.670909090909089	-13.425454545454548	7.754545454545453
GCA_000024345	Kribbella flavida DSM 17836	479435	Bacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Kribbella.	Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Kribbella_flavida_DSM_17836	0.7088072220855355	0.7108632654548652	0.6791334559574903	6876.0	0.6769816066304197	0.8930723288960943	0.8815830304104973	7579488.0	810457.0	6681948.0	52.0	31.629257407262738	45.702210755753256	58.43243494808799	29.970832129949816	40.87591269872603	54.60413280493222	57.0	1.7734422528544622	3.864997840653514	1.3515151926402404	1.9555999522313028	-4.294954915648635	-5.80842105263158	-2.4365303868528283	-2.174742456140351	17.0	15.0	0.6617219313554392	2.0	2.0	3862.0	1835.382	4144.0	2488.666	100.0	4.752160426995208	3.2619057668563007	3.501647432603227	2336.0	-17.367403636363637	-22.932247272727274	5.564843636363637	-13.167857142857144	-19.44464285714286	6.276785714285714
